generated_at,confirmed_total,master_rows,tracker_people,done,failed,pending,photos_saved,photos_default,photos_still_needed,orphans_not_in_confirmed,confirmed_missing_from_tracker,all_confirmed_accounted_for
2026-08-12T19:27:04.693502+00:00,795,795,795,758,37,0,626,132,0,0,0,True
